V_BZNO|1_ST_DT|1_ED_DT|1_CRI_GRDNM|2_ST_DT|2_ED_DT|2_CRI_GRDNM|3_ST_DT|3_ED_DT|3_CRI_GRDNM|4_ST_DT|4_ED_DT|4_CRI_GRDNM|5_ST_DT|5_ED_DT|5_CRI_GRDNM|6_ST_DT|6_ED_DT|6_CRI_GRDNM|7_ST_DT|7_ED_DT|7_CRI_GRDNM|
가상_사업자번호|등급적용시작일자 _2020|등급적용종료일자 _2020|CRI등급_2020|등급적용시작일자 _2021|등급적용종료일자 _2021|CRI등급_2021|등급적용시작일자 _2022|등급적용종료일자 _2022|CRI등급_2022|등급적용시작일자 _2023|등급적용종료일자 _2023|CRI등급_2023|등급적용시작일자 _2024|등급적용종료일자 _2024|CRI등급_2024|등급적용시작일자 _2025|등급적용종료일자 _2025|CRI등급_2025|등급적용시작일자 _2026|등급적용종료일자 _2026|CRI등급_2026|
1000000001|20200325|20210323|BB0|20210323|20220317|B+|20220317|20230317|BB0|20230317|20240317|BB0|20240317|20250318|BB+|20250318|20260314|BB0|20260314|20280101|BB+|
1000000002|20200401|20210326|BBB-|20210326|20220322|BBB0|20220322|20230318|BBB0|20230318|20240328|BBB-|20240328|20250320|BB-|20250320|20260319|BB0|20260319|20280101|BB+|
1000000003|20200505|20210423|BBB-|20210423|20220419|BB0|20220419|20230421|BB-|20230421|20240414|BB+|20240414|20250412|B0|20250412|20260408|BB-|20260408|20280101|BBB-|
1000000004|20200320|20210330|BB+|20210330|20220329|BBB-|20220329|20230324|BBB-|20230324|20240402|BB0|20240402|20250319|BB-|20250319|20260319|BB-|20260319|20280101|B+|
1000000006|20200326|20210402|BB-|20210402|20220324|BBB-|20230328|20230429|BBB0|||||||||||||
1000000007|20200428|20210430|BBB-|20210430|20220422|BBB-|20220422|20230405|BB+|20230405|20240330|BB+|20240330|20250415|BB-|20250415|20260402|BB-|20260402|20280101|B+|
1000000008|20200327|20210402|B+|20210402|20220318|B0|20230119|20230405|B0|20230405|20240328|BB-|20240328|20250319|BB-|20250319|20260319|BB-|20260319|20280101|BB-|
1000000009|20200401|20210417|BB0|20210417|20220401|BBB+|20220401|20230407|BB-|20230407|20240410|BBB0|20240410|20250401|A0|20250401|20260326|A-|20260326|20280101|A-|
1000000010|20200922|20210924|BB+|20210924|20220922|BBB-|20220922|20230921|BBB-|20230921|20240924|BBB+|20240924|20250925|BBB+|20250925|20270701|BBB0||||
1000000011|20200402|20210430|BBB-|20210430|20220422|BBB0|20220422|20230419|BBB0|20230419|20240419|BBB-|20240419|20250422|BBB+|20250422|20260416|BBB0|20260416|20280101|BBB+|
1000000012|20200320|20210325|BBB-|20210325|20220323|BBB0|20220323|20230317|BBB0|20230317|20240314|BBB-|20240314|20250319|BBB-|20250319|20260317|BB+|20260317|20280101|BB+|
1000000013|20200321|20210413|A0|20210413|20220319|BB0|20220319|20230315|BBB-|20230315|20240312|A0|20240312|20250312|BBB+|20250312|20260313|A+|20260313|20280101|A0|
1000000014|20200401|20210326|BBB0|20210326|20220318|BBB0|20220318|20230319|BBB0|20230319|20240330|BBB-|20240330|20250321|BBB-|20250321|20260322|BB+|20260322|20280101|BB+|
1000000015|20200317|20210413|BBB0|20210413|20220324|BBB+|20220324|20230319|BBB0|20230319|20240322|BBB-|20240322|20250318|BBB+|20250318|20260319|BBB+|20260319|20280101|BB+|
1000000016|20200318|20210323|BBB+|20210323|20220317|BBB+|20220317|20230316|BB-|20230316|20240314|BB0|20240314|20250325|B+|20250325|20260319|B0|20260319|20280101|B+|
1000000017|20201125|20210413|B+|20210413|20220406|B+|20220406|20230404|B+|20230404|20240410|B+|20240410|20250409|BB0|20250409|20260404|BB0|20260404|20280101|BB+|
1000000019|20200415|20210410|BBB-|20210410|20220405|BBB+|20220405|20230405|BBB+|20230405|20240403|BBB+|20240403|20250409|BB+|20250409|20260403|BBB0|20260403|20280101|BB+|
1000000020|20200416|20210403|B0|20210403|20220410|BB-|20220410|20230415|B0|20230415|20240413|B+|20240413|20250402|B+|20250402|20260407|BB-|20260407|20280101|BB-|
1000000022|20200321|20210312|BB0|20210312|20220319|BBB-|20220319|20230317|BBB-|20230317|20240315|BBB+|20240315|20250322|BB0|20250322|20260318|BB+|20260318|20280101|BB+|
1000000023|20200318|20210320|BB+|20210320|20220318|BBB0|20220318|20230402|BB+|20230402|20240315|BBB-|20240315|20250315|BBB0|20250315|20260313|BB0|20260313|20280101|BB-|
1000000024|20200319|20210323|BBB+|20210323|20220318|BBB-|20220318|20230316|BBB-|20230316|20240323|BB+|20240323|20250320|BBB-|20250320|20260317|B0|20260317|20280101|BB0|
1000000025|20200321|20210414|BB-|20210414|20220329|BB+|20220329|20230404|BBB0|20230404|20240405|BB+|20240405|20250403|BB0|20250403|20260402|BB-|20260402|20280101|B+|
1000000026|20200326|20210410|BB0|20210410|20220324|BB0|20220324|20230330|BBB0|20230330|20240330|BB-|20240330|20250328|BBB-|20250328|20260324|B+|20260324|20280101|BB0|
1000000027|20200404|20210415|BB0|20210415|20220408|BBB-|20220408|20230421|BB-|20230421|20240413|B0|20240413|20250414|B+|20250414|20260412|B+|20260412|20280101|BB-|
1000000028|20200418|20210410|BB-|20210410|20220422|BB0|20220422|20230420|BBB-|20230420|20240416|BB-|20240416|20250416|BBB-|20250416|20260415|BBB0|20260415|20280101|BB+|
1000000029|20200407|20210330|A-|20210330|20220323|BBB+|20220323|20230321|A-|20230321|20240321|BBB+|20240321|20250318|BBB0|20250318|20260314|BBB+|20260314|20280101|A-|
1000000030|20200327|20210402|BB+|20210402|20220324|BBB-|20220324|20230324|BBB-|20230324|20240322|BBB0|20240322|20250319|BBB0|20250319|20260318|BBB0|20260318|20280101|BBB0|
1000000031|20200328|20210324|BB-|20210324|20220320|BB+|20220320|20230314|BBB+|20230314|20240319|BBB+|20250314|20251115|BB+|20251115|20260315|BBB-|20260315|20280101|B+|
1000000032|20200414|20210421|BBB+|20210421|20220418|BBB+|20220418|20230414|BBB+|20230414|20240412|A0|20240412|20250405|AA-|20250405|20260411|AA-|20260411|20280101|A+|
1000000033|20200409|20210407|B0|20210407|20220331|BB0|20220331|20230418|BB-|20230418|20240410|BB+|20250409|20250423|BBB0|20250423|20260414|BBB-|20260414|20280101|BBB0|
1000000034|20201006|20211027|B+|20211027|20220923|B+|20220923|20240413|BB+|20240413|20250413|BB+|20250413|20260407|BB-|20260407|20280101|BB-||||
1000000035|20200317|20210324|BBB0|20210324|20220322|BBB0|20220322|20230317|BBB0|20230317|20240314|BBB0|20240314|20250318|BBB-|20250318|20260318|BBB0|20260318|20280101|BBB-|
1000000036|20200402|20210401|B+|20210401|20220325|B+|20220325|20230321|B+|20230321|20240326|B+|20250404|20250508|B+|20250508|20260421|CCC+|20260421|20280101|CCC+|
1000000037|20200324|20210407|BB0|20210407|20220329|BB0|20220329|20230330|BBB-|20230330|20240331|BBB0|20240331|20250326|BB+|20250326|20260327|BBB0|20260327|20280101|BBB+|
1000000038|20200409|20210402|BBB+|20210402|20220402|BB+|20220402|20230418|B+|20230418|20240415|BB0|20240415|20250413|BB+|20250413|20260408|BB0|20260408|20280101|BBB-|
1000000039|20200328|20210402|BB0|20210402|20220331|BB-|20220331|20230404|BBB-|20230404|20240402|BB+|20240402|20250330|BB-|20250330|20260401|BB-|20260401|20280101|B+|
1000000040|20200331|20210424|A-|20210424|20220410|BBB0|20220410|20230330|BBB-|20230330|20240410|BB+|20240410|20250415|BBB-|20250415|20260314|BBB-|20260314|20280101|BBB-|
1000000041|20200317|20210401|BBB-|20210401|20220403|BBB0|20220403|20230315|BBB+|20230315|20240317|BB+|20240317|20250323|BBB-|20250323|20260318|BBB+|20260318|20280101|BBB+|
1000000042|20200317|20210401|BB0|20220605|20220611|BB+|20220611|20230321|BBB-|20230321|20240319|BBB-|20240319|20250326|BB0|20250326|20260322|BB0|20260322|20280101|BB+|
1000000043|20200227|20210224|BBB-|20210224|20220304|BBB+|20220304|20230224|BBB0|20230224|20240313|BB+|20240313|20250313|BBB-|20250313|20260311|BBB0|20260311|20280101|BBB+|
1000000044|20200327|20210413|BB+|20210413|20220331|BBB-|20220331|20230407|BBB0|20230407|20240405|BBB0|20240405|20250329|BB+|20250329|20260413|BBB-|20260413|20280101|BBB0|
1000000045|20200317|20210330|BB0|20210330|20220320|BB0|20220320|20230322|BB0|20230322|20240315|BB-|20240315|20250315|BB0|20250315|20260320|BB-|20260320|20280101|BB-|
1000000046|20210326|20210327|BB+|20210327|20220326|BB+|20220326|20230328|BBB-|20230328|20240326|BBB0|20240326|20250401|BB0|20260327|20260505|BBB-|20260505|20280101|BB+|
1000000047|20200319|20210323|BB-|20210323|20220325|BBB-|20220325|20230328|BB-|20230328|20240319|BB0|20240319|20250329|BB+|20250329|20260318|BB+|20260318|20280101|BBB0|
1000000048|20200318|20210407|BBB+|20210407|20220324|BBB-|20230112|20230326|BB+|20230326|20240320|BB-|20240320|20250327|BB+|20250327|20260325|BBB0|20260325|20280101|BBB0|
1000000049|20200304|20210310|BB+|20210310|20220315|BBB-|20220315|20230325|BB-|20230325|20240319|BB+|20240319|20250315|BBB-|20250315|20260320|BBB0|20260320|20280101|BB+|
1000000050|20200401|20210409|BBB-|20210409|20220403|BBB0|20220403|20230407|BBB-|20230407|20240403|BBB-|20240403|20250405|BB+|20250405|20260412|BB0|20260412|20280101|BB0|
1000000051|20200324|20210406|A0|20210406|20220417|A0|20220417|20230331|A0|20230331|20240414|A0|20240414|20250405|A+|20250405|20260411|A+|20260411|20280101|AA-|
1000000053|20200317|20210421|BBB0|20210421|20220417|B+|20220417|20230418|B+|20230418|20240327|B+|20240327|20250329|BBB0|20250329|20260327|A-|20260327|20280101|A+|
1000000054|20200327|20210403|A-|20210403|20220330|BBB+|20220330|20230328|A-|20230328|20240330|A0|20240330|20250322|BBB+|20250322|20260322|BBB+|20260322|20280101|A-|
1000000055|20200306|20210312|BBB0|20210312|20220308|BBB+|20220308|20230307|BBB0|20230307|20240305|BBB0|20240305|20250301|BBB0|20250301|20260307|BBB0|20260307|20280101|BBB0|
1000000056|20200319|20210409|BBB-|20210409|20220324|BBB0|20220324|20230406|BBB0|20241006|20241012|CCC+|20241012|20250328|B0|20250328|20260411|C+|20260411|20280101|C+|
1000000057|20200415|20210422|BBB+|20210422|20220420|BBB+|20220420|20230417|BBB+|20230417|20240420|BBB0|20240420|20250329|BBB+|20250329|20260402|A-|20260402|20280101|BBB+|
1000000058|20210422|20210612|C+|||||||||||||||||||
1000000059|20200609|20210611|BB+|20210611|20220621|BBB-|20220621|20230427|BBB-|20230427|20240525|BBB0|20240525|20250613|BBB0|20250613|20270101|BBB0||||
1000000060|20200317|20210312|BB0|20210312|20220317|BB+|20220317|20230319|BB-|20230319|20240317|B+|20240317|20250319|B+|20250319|20260326|BB0|20260326|20280101|B+|
1000000061|20200403|20210407|A+|20210407|20220415|A-|20220415|20230416|A+|20230416|20240414|A0|20240414|20250415|A0|20250415|20260410|BBB-|20260410|20280101|A-|
1000000062|20200407|20210417|BB0|20210417|20220414|BB+|20220414|20230419|BB+|20230419|20240413|BB+|20240413|20250413|BB+|20250413|20260411|BB+|20260411|20280101|BB0|
1000000063|20200327|20210326|BB+|20210326|20220329|BBB0|20220329|20230321|BBB-|20230321|20240327|BBB+|20240327|20250321|BB+|20250321|20260327|BB+|20260327|20280101|BBB-|
1000000064|20200401|20210414|BBB+|20210414|20220323|A-|20220323|20230324|A+|20230324|20240321|A+|20240321|20250402|A0|20250402|20260328|A-|20260328|20280101|AA-|
1000000065|20190101|20220610|CCC+|20220610|20230418|CCC+|20230418|20240410|CCC+|20240410|20250515|B+|20250515|20260428|BBB+|20260428|20280101|BBB+||||
1000000066|20210429|20210602|BB+|20210602|20220408|BBB-|20220408|20230412|BB+|20230412|20240412|BBB0|20240412|20250413|BBB-|20250413|20260418|BBB0|20260418|20280101|BBB0|
1000000067|20200331|20210331|BB+|20210331|20220323|BB+|20220323|20230324|BB+|20230324|20240316|BBB0|20240316|20250323|BBB-|20250323|20260320|BBB-|20260320|20280101|BB0|
1000000068|20200402|20210410|BB-|20210410|20220326|BB0|20220326|20230324|BBB-|20230324|20240316|BBB0|20240316|20250320|BBB0|20250320|20260315|BBB0|20260315|20280101|BBB+|
1000000069|20210206|20210326|B+|20210326|20220319|BBB-|20220319|20230319|BBB-|20230319|20240320|BB-|20240320|20250318|BB-|20250318|20260327|BB+|20260327|20280101|BB0|
1000000070|20200703|20211019|A-|20230613|20231130|BBB+|20250401|20250912|CCC+|20250912|20270401|BB-||||||||||
1000000071|20200317|20210403|B+|20210403|20220329|B+|20220329|20230329|B+|20230329|20240405|BB0|20240405|20250402|B+|20250402|20260325|B+|20260325|20280101|B0|
1000000072|20200222|20210304|BBB0|20210304|20220304|BBB+|20220304|20230304|A-|20230304|20240227|B0|20240227|20250226|BB-|20250226|20260225|B+|20260225|20280101|B+|
1000000073|20200422|20210421|B+|20210421|20220423|B+|20220423|20230421|B+|20230421|20240413|B+|20240413|20250429|B+|20250429|20260413|B+|20260413|20280101|BBB-|
1000000074|20200324|20210403|BBB+|20210403|20220402|BBB+|20220402|20230329|BBB+|20230329|20240328|BBB+|20240328|20250319|BBB+|20250319|20260318|BBB+|20260318|20280101|BBB+|
1000000075|20200420|20210501|A0|20210501|20220423|A0|20220423|20230419|A0|20230419|20240511|A0|20240511|20250426|A+|20250426|20260505|BBB+|20260505|20280101|BBB+|
1000000076|20200317|20210326|BBB0|20210326|20220327|BB0|20220327|20230401|BBB-|20230401|20240323|BBB0|20240323|20250328|BBB-|20250328|20260328|BBB-|20260328|20280101|BBB0|
1000000077|20200326|20210318|BB0|20210318|20220318|BBB0|20220318|20230322|BBB0|20230322|20240315|BB0|20240315|20250325|BB+|20250325|20260318|B+|20260318|20280101|BBB-|
1000000078|20210417|20211216|B0|20211216|20220512|B-|20220512|20230510|CCC+|20250101|20250603|CCC+|20250603|20270101|BB+|||||||
1000000079|20200415|20210616|A0|20210616|20220422|BBB+|20220422|20230509|BBB+|20230509|20240509|A-|20240509|20250621|A0|20250621|20270101|BBB+||||
1000000080|20200417|20210422|BBB-|20210422|20220331|BBB+|20220331|20230407|BBB+|20230407|20240419|BBB0|20240419|20250416|BBB-|20250416|20260414|BB-|20260414|20280101|BB0|
1000000081|20200403|20210326|BB0|20210326|20220320|BB-|20220320|20230317|B0|20230317|20240315|BB0|20240315|20250321|BB0|20250321|20260324|BB0|20260324|20280101|BBB-|
1000000082|20200411|20210422|CCC-|20210422|20220417|CCC-|20220417|20240101|B-|||||||||||||
1000000083|20200401|20210407|B+|20210407|20220329|B+|20220329|20230402|BB0|20230402|20240329|BB-|20240329|20250403|B+|20260326|20260505|B+|20260505|20280101|BB-|
1000000084|20200331|20210401|B0|20210401|20220326|CCC+|20220326|20230408|B0|20230408|20240327|B0|20240327|20250320|B0|20250320|20260324|B+|20260324|20280101|B+|
1000000085|20200415|20210422|BB+|20220417|20220512|B+|20220512|20230415|BB-|20230415|20240404|BB-|20240404|20250413|BB-|20250413|20260415|B+|20260415|20280101|B+|
1000000086|20200317|20210409|BB0|20210409|20220320|BBB0|20220320|20230322|BBB0|20230322|20240315|BBB-|20240315|20250315|BBB-|20250315|20260320|BBB0|20260320|20280101|BBB0|
1000000087|20200415|20210414|BB+|20210414|20220416|BB+|20220416|20230420|BBB0|20230420|20240410|BBB0|20240410|20250417|BBB-|20250417|20260403|B0|20260403|20280101|BB-|
1000000088|20200319|20210323|BBB-|20210323|20220317|BBB0|20220317|20230315|BBB0|20230315|20240313|BBB+|20240313|20250311|BBB0|20250311|20260313|BBB-|20260313|20280101|BBB0|
1000000089|20210326|20210413|BB-|20210413|20220402|BB-|20220402|20230407|BB-|20230407|20240405|BBB-|20240405|20250326|BBB0|20250326|20260318|BB0|20260318|20280101|BBB0|
1000000090|20200317|20210327|BBB0|20210327|20220323|BBB+|20220323|20230324|BBB+|20230324|20240413|BBB0|20240413|20250325|BBB+|20250325|20260318|BBB+|20260318|20280101|BBB0|
1000000091|20211014|20211113|CCC0|20211113|20220408|CCC+||||||||||||||||
1000000092|20200327|20210414|BBB+|20210414|20220324|BBB+|20220324|20230326|BB+|20230326|20240323|BB0|20240323|20250321|BB+|20250321|20260328|BB-|20260328|20280101|BB0|
1000000093|20200620|20210701|B+|20210701|20220621|B+|20220621|20230622|BB+|20230622|20240705|BB+|20240705|20250622|BBB0|20250622|20270401|BB0||||
1000000094|20200418|20210402|B0|20210402|20220430|BB-|20220430|20230419|BB-|20230419|20240417|B0|20240417|20250408|B+|20250408|20260416|CCC0|20260416|20280101|B0|
1000000095|20210131|20210319|BBB0|20210319|20220315|BB+|20220315|20230314|BBB+|20230314|20240309|BBB-|20240309|20250318|BBB+|20250318|20260315|BBB-|20260315|20280101|BBB-|
1000000096|20200320|20210402|BB+|20210402|20220324|BB+|20220324|20230326|BB+|20230326|20240329|BB+|20240329|20250321|BBB-|20250321|20260328|BB0|20260328|20280101|BB+|
1000000097|20200317|20210317|AA-|20210317|20220315|A+|20220315|20230319|AA-|20230319|20240317|AA0|20240317|20250318|AA-|20250318|20260324|AA0|20260324|20280101|AA-|
1000000098|20200327|20210413|BBB-|20210413|20220401|BB-|20220401|20230325|BB-|20230325|20240326|B+|20240326|20250401|B+|20250401|20260401|B+|20260401|20280101|B+|
1000000099|20200319|20210402|BB-|20210402|20220320|BB+|20220320|20230324|BB0|20240316|20240501|BB0|20240501|20250327|BB+|20250327|20260319|BBB+|20260319|20280101|A0|
1000000100|20200326|20210410|B+|20210410|20220318|BB-|20220318|20230321|B0|20240510|20240511|BBB-|20240511|20250320|BBB0|20250320|20260317|BBB-|20260317|20280101|BB+|
1000000101|20200408|20210417|BBB+|20210417|20220412|BBB0|20220412|20230412|BBB0|20230412|20240406|BBB0|20250301|20250415|BBB+|20250415|20260414|BBB+|20260414|20280101|BBB+|
1000000102|20200410|20210430|BB-|20210430|20220422|BB+|20220422|20230419|BBB0|20230419|20240420|BB0|20240420|20250405|BB+|20250405|20260414|BB+|20260414|20280101|BB0|
1000000103|20200402|20210413|BB-|20210413|20220406|BB+|20220406|20230404|BBB-|20230404|20240407|BBB-|20240407|20250415|BB-|20250415|20260412|BB0|20260412|20280101|BB0|
1000000104|20200312|20210318|BB0|20210318|20220315|B+|20220315|20230318|BB+|20230318|20240315|BB+|20240315|20250327|B0|20250327|20260313|BB-|20260313|20280101|BB-|
1000000105|20200312|20210316|BB0|20210316|20220315|BB+|20220315|20230317|BB0|20230317|20240320|BBB-|20240320|20250425|BB-|20250425|20260319|BBB-|20260319|20280101|BBB0|
1000000106|20200411|20210413|BBB-|20210413|20220417|BBB-|20220417|20230416|BB-|20230416|20240405|BB0|20240405|20250410|BB+|20250410|20260412|BB-|20260412|20280101|BBB-|
1000000107|20200325|20210402|BB-|20210402|20220326|BB+|20220326|20230325|BB0|20230325|20240329|BB-|20240329|20250321|BB+|20250321|20260322|BBB-|20260322|20280101|BBB0|
1000000108|20200528|20210505|BBB+|20210505|20220428|BB+|20220428|20230416|BBB-|20230416|20240413|BBB0|20240413|20250412|BBB-|20250412|20260415|BBB-|20260415|20280101|BBB0|
1000000109|20200325|20210318|BBB-|20220707|20220721|BBB-||||||||||||||||
1000000110|20200321|20210318|BB+|20210318|20220401|A-|20220401|20230315|BB-|20230315|20240319|BB0|20250504|20250606|C+|20260403|20260411|CC+|20260411|20280101|BB-|
1000000111|20210408|20211130|A-|20220103|20220330|A-|20230401|20230621|BBB+|20230621|20240425|A-|20240425|20250323|BBB+|20250323|20260322|BBB0|20260322|20280101|A-|
1000000112|20200401|20210403|BBB+|20210403|20220318|A-|20220318|20230331|BBB+|20230331|20240324|BBB0|20240324|20250326|BBB+|20250326|20260322|BBB+|20260322|20280101|BBB+|
1000000113|20201222|20210410|CCC+|20220403|20221112|C+|20221112|20230317|CC+|20230317|20240319|B+|20240319|20250321|BB0|20250321|20260320|BB+|20260320|20280101|BBB-|
1000000114|20200411|20210409|B+|20210409|20220408|BB+|20220408|20230331|BBB-|20230331|20240402|BBB-|20250402|20250815|BB-|20250815|20260402|B+|20260402|20280101|BBB-|
1000000115|20200317|20210316|BB+|20210316|20220323|BB-|20220323|20230329|BB0|20230329|20240316|BB+|20240316|20250320|BB+|20250320|20260318|BB0|20260318|20280101|BB+|
1000000116|20200326|20210413|B+|20210413|20220401|BB-|20220401|20230411|BB0|20230411|20240405|BB+|20240405|20250327|BB0|20250327|20260318|BBB-|20260318|20280101|BB+|
1000000117|20200331|20210331|BB+|20210331|20220329|BB0|20220329|20230329|BB+|20230329|20240326|BBB-|20240326|20250414|BB-|20250414|20260414|BB-|20260414|20280101|BB-|
1000000118|20200319|20210326|BB+|20210326|20220326|BBB0|20220326|20230326|BBB-|20230326|20240324|BBB-|20240324|20250326|BBB+|20250326|20260322|BBB+|20260322|20280101|BBB+|
1000000119|20200416|20210421|BB-|20210421|20220410|BB+|20220410|20230402|BB0|20230402|20240402|BB-|20240402|20250414|B-|20250414|20260413|CCC0|20260413|20280101|CCC-|
1000000120|20200226|20210304|BBB+|20210304|20220205|A-|20220205|20230210|A-|20230210|20240222|A-|20240222|20250207|BBB+|20250207|20260213|BBB+|20260213|20271101|BBB0|
1000000121|20200320|20210402|BB+|20210402|20220325|BBB-|20230325|20230401|BBB-|20240328|20240828|BB0|20240828|20250321|BB-|20250321|20260328|BB-|20260328|20280101|BB-|
1000000122|20200415|20210418|B-|20210418|20220402|B0|20220402|20230412|BB-|20230412|20240407|B-|20240407|20250418|B-|20250418|20260414|CCC-|20260414|20280101|B-|
1000000123|20200305|20210320|BB+|20210320|20220317|BBB-|20220317|20230315|BBB-|20230315|20240315|BB+|20240315|20250313|BB-|20250313|20260314|BB-|20260314|20280101|BB-|
1000000124|20200413|20210420|A-|20210420|20220416|A-|20220416|20230416|A0|20230416|20240413|BBB0|20240413|20250412|A0|20250412|20260412|A0|20260412|20280101|A-|
1000000125|20200317|20210310|A+|20210310|20220315|A0|20220315|20230328|A-|20230328|20240316|A-|20240316|20250321|BBB+|20250321|20260318|BBB0|20260318|20280101|BBB0|
1000000126|20200325|20210407|BBB+|20210407|20220329|BBB0|20220329|20230323|BBB0|20230323|20240327|BB+|20240327|20250410|BBB-|20250410|20260415|BB+|20260415|20280101|BB-|
1000000127|20200314|20210310|BBB+|20210310|20220317|BBB0|20220317|20230314|BBB+|20230314|20240309|BBB+|20240309|20250312|BBB+|20250312|20260314|A-|20260314|20280101|BBB+|
1000000128|20200328|20210324|B+|20210324|20220322|B+|20220322|20230323|BBB+|20230323|20240322|A0|20240322|20250410|BBB+|20250410|20260324|BBB+|20260324|20280101|A+|
1000000129|20210323|20210603|BBB0|20210603|20220317|BBB+|20220317|20230328|BBB+|20230328|20240410|BBB0|20240410|20250320|BBB+|20250320|20260319|BBB+|20260319|20280101|A0|
1000000130|20200403|20210407|BB+|20210407|20220403|BB+|20220403|20230412|BB0|20230412|20240410|BB+|20240410|20250408|B0|20250408|20260414|BB0|20260414|20280101|BB0|
1000000131|20200317|20210327|BB+|20210327|20220323|BBB-|20230310|20230318|BB0|20230318|20240321|BB+|20240321|20250318|BBB0|20250318|20260314|B+|20260314|20280101|BB0|
1000000132|20200320|20210330|B+|20210330|20220327|BB+|20220327|20230323|BB+|20230323|20240330|BBB-|20240330|20250320|BBB+|20250320|20260320|BBB+|20260320|20280101|A-|
1000000133|20200325|20210402|BB+|20210402|20220318|BBB0|20220318|20230317|BBB0|20230317|20240320|BBB0|20240320|20250318|A-|20250318|20260320|BBB-|20260320|20280101|BBB-|
1000000134|20200414|20210423|BBB0|20210423|20220419|BBB0|20220419|20230417|A-|20230417|20240414|BBB+|20240414|20250406|BBB-|20250406|20260328|BBB-|20260328|20280101|BBB0|
1000000135|20200314|20210324|A-|20210324|20220402|BBB0|20220402|20230318|A-|20230318|20240424|A-|20240424|20250328|BBB+|20250328|20260325|BBB0|20260325|20280101|BBB-|
1000000136|20200403|20210415|BBB-|20210415|20220419|BBB0|20220419|20230415|BB0|20230415|20240410|BB-|20240410|20250404|BBB-|20250404|20260407|BB-|20260407|20280101|BB-|
1000000137|20200326|20210409|BB+|20210409|20220322|BB-|20220322|20230329|BBB-|20230329|20240316|BBB-|20240316|20250320|B0|20250320|20260314|BB0|20260314|20280101|BBB-|
1000000138|20200409|20210407|BBB+|20210407|20220413|BBB+|20220413|20230422|BBB+|20230422|20240420|BB-|20240420|20250428|BBB+|20250428|20260419|A0|20260419|20280101|A0|
1000000139|20200408|20210407|BBB0|20210407|20220410|BB+|20220410|20230409|BBB+|20230409|20240402|BBB+|20240402|20250403|BBB-|20250403|20260405|BBB0|20260405|20280101|BBB0|
1000000140|20200413|20210408|BB+|20210408|20220408|BBB0|20220408|20230416|BBB-|20230416|20240416|BB0|20240416|20250411|BBB-|20250411|20260424|BBB+|20260424|20280101|BBB0|
1000000141|20200317|20210406|BB+|20210406|20220401|BB+|20220401|20230405|BBB+|20230405|20240319|BBB0|20240319|20250328|BBB+|20250328|20260401|BBB-|20260401|20280101|BB+|
1000000142|20200331|20210407|BB+|20210407|20220322|BBB-|20220322|20230404|BB+|20230404|20240316|BBB-|20240316|20250326|BB+|20250326|20260327|BB+|20260327|20280101|BB+|
1000000143|20200317|20210316|BB-|20210316|20220315|B+|20220315|20230325|BB+|20230325|20240330|BB+|20240330|20250321|BB-|20250321|20260313|B+|20260313|20280101|B+|
1000000144|20200401|20210325|BB0|20210325|20220331|BBB-|20220331|20230404|BBB-|20230404|20240323|BB+|20240323|20250402|B+|20250402|20260402|BB-|20260402|20280101|BB0|
1000000145|20220101|20220419|CCC+|20220419|20230411|BB0|20230411|20240406|BB+|20240406|20250410|BB0|20250410|20260411|BB+|20260411|20280101|BB0||||
1000000146|20200320|20210325|BBB-|20210325|20220319|BB+|20220319|20230324|BBB0|20230324|20240323|BBB+|20240323|20250320|BBB0|20250320|20260324|BBB+|20260324|20280101|B0|
1000000147|20200402|20210406|BBB0|20210406|20220325|BBB-|20220325|20230330|BB+|20230330|20240320|BB+|20240320|20250410|BB+|20250410|20260318|BBB0|20260318|20280101|BBB+|
1000000148|20200321|20210331|BB0|20210331|20220330|BB-|20220330|20230401|BB+|20230401|20240425|B+|20240425|20250330|B+|20250330|20260411|B-|20260411|20280101|CCC+|
1000000149|20200327|20210407|BB+|20210407|20220401|B+|20220401|20230325|BBB-|20230325|20240326|BB+|20240326|20250321|BB-|20250321|20260326|BBB-|20260326|20280101|BB+|
1000000150|20200305|20210319|A-|20210319|20220322|A-|20220322|20230317|A-|20230317|20240319|A0|20240319|20250319|A-|20250319|20260313|A-|20260313|20280101|A-|
1000000151|20200321|20210326|BB-|20210326|20220327|BB0|20220327|20230331|B+|20230331|20240406|BB0|20240406|20250412|BB0|20250412|20260329|BB-|20260329|20280101|B+|
1000000152|20210101|20240514|CCC+|20240514|20260101|B+||||||||||||||||
1000000154|20200327|20210413|BBB0|20210413|20220401|BB0|20220401|20230326|BB0|20230326|20240413|B+|20240413|20250323|B+|20250323|20260329|B+|20260329|20280101|BB+|
1000000155|20200416|20210420|BB+|20210420|20220503|BB0|20220503|20230418|B+|20230418|20240416|B+|20240416|20250415|CCC+|20250415|20260412|B+|20260412|20280101|BBB+|
1000000156|20200331|20210320|B+|20210320|20220322|BB0|20220322|20230322|BB0|20230322|20240328|BB-|20240328|20250327|B+|20250327|20260325|B+|20260325|20280101|B0|
1000000157|20200428|20210513|BB+|20210513|20220531|BB0|20220531|20230520|BB+|20230520|20240426|BB+|20240426|20250508|BBB0|20250508|20270101|BBB-||||
1000000158|20200319|20210324|BBB0|20210324|20220317|BBB0|20220317|20230316|BBB-|20230316|20240326|BB+|20240326|20250319|BB-|20250319|20260318|BB+|20260318|20280101|BBB-|
